"날짜","종가","시가","고가","저가","거래량","변동 %"
"2013- 06- 18","534.26","526.93","534.27","519.81","394.42K","1.86%"
"2013- 06- 17","524.50","537.61","539.10","519.41","427.80K","-2.15%"
"2013- 06- 14","536.04","545.98","546.55","534.31","486.15K","-0.88%"
"2013- 06- 13","540.82","545.20","547.38","536.00","558.01K","-0.98%"
"2013- 06- 12","546.20","545.34","550.98","545.25","471.02K","-0.30%"
"2013- 06- 11","547.87","547.45","548.02","543.36","743.23K","0.16%"
"2013- 06- 10","547.00","538.49","547.80","537.94","546.09K","2.10%"
"2013- 06- 07","535.75","550.34","551.57","531.03","445.95K","-2.43%"
"2013- 06- 05","549.09","560.38","560.56","549.09","463.80K","-2.22%"
"2013- 06- 04","561.55","571.01","571.73","558.75","539.19K","-1.38%"
"2013- 06- 03","569.41","576.23","578.31","569.40","410.53K","-1.46%"
"2013- 05- 31","577.87","583.14","583.81","571.61","487.62K","-0.56%"
"2013- 05- 30","581.13","586.67","587.89","580.24","455.45K","-0.78%"
"2013- 05- 29","585.69","588.39","588.54","585.69","480.77K","-0.01%"
"2013- 05- 28","585.76","579.87","585.76","579.60","504.96K","1.42%"
"2013- 05- 27","577.56","575.98","577.78","575.36","409.44K","0.61%"
"2013- 05- 24","574.06","572.26","574.07","569.42","449.88K","0.83%"
"2013- 05- 23","569.34","574.58","576.45","569.33","503.90K","-0.86%"
"2013- 05- 22","574.25","575.08","575.22","573.39","450.32K","0.27%"
"2013- 05- 21","572.69","569.31","572.69","569.31","383.53K","0.95%"
"2013- 05- 20","567.32","567.82","567.93","565.69","377.81K","0.22%"
"2013- 05- 16","566.06","568.61","568.62","565.87","456.86K","0.07%"
"2013- 05- 15","565.65","563.18","565.80","563.01","432.75K","0.92%"
"2013- 05- 14","560.47","568.04","569.39","554.34","543.62K","-0.93%"
"2013- 05- 13","565.72","571.76","572.12","565.72","450.09K","-0.70%"
"2013- 05- 10","569.70","574.51","574.51","569.44","445.33K","-0.64%"
"2013- 05- 09","573.35","579.00","579.33","572.82","470.60K","-0.58%"
"2013- 05- 08","576.70","576.60","577.50","575.30","466.32K","0.53%"
"2013- 05- 07","573.68","569.69","573.76","568.73","475.87K","1.15%"
"2013- 05- 06","567.13","568.82","569.05","567.12","462.95K","0.32%"
"2013- 05- 03","565.33","563.87","565.33","559.49","479.89K","0.87%"
"2013- 05- 02","560.48","564.51","565.64","559.75","454.13K","-0.60%"
"2013- 04- 30","563.87","570.24","570.28","562.31","505.70K","-0.79%"
"2013- 04- 29","568.36","567.59","568.92","564.92","442.12K","0.53%"
"2013- 04- 26","565.35","562.69","565.64","562.06","489.82K","1.06%"
"2013- 04- 25","559.40","564.64","565.83","559.00","546.57K","-0.78%"
"2013- 04- 24","563.81","559.01","564.01","558.45","475.20K","1.70%"
"2013- 04- 23","554.37","550.23","554.38","549.99","451.23K","1.33%"
"2013- 04- 22","547.10","540.69","548.23","540.44","434.46K","1.04%"
"2013- 04- 19","541.46","549.78","551.06","540.16","448.18K","-1.75%"
"2013- 04- 18","551.10","556.61","558.93","551.10","416.51K","-1.33%"
"2013- 04- 17","558.54","562.50","563.39","556.65","467.39K","-0.07%"
"2013- 04- 16","558.95","548.45","558.95","548.33","437.51K","0.90%"
"2013- 04- 15","553.99","550.09","554.31","549.64","417.34K","1.24%"
"2013- 04- 12","547.19","547.65","551.02","546.72","448.86K","0.53%"
"2013- 04- 11","544.30","540.07","544.53","535.77","440.51K","1.77%"
"2013- 04- 10","534.84","530.92","534.84","527.75","395.90K","1.27%"
"2013- 04- 09","528.15","526.04","535.30","517.10","494.09K","-0.12%"
"2013- 04- 08","528.78","547.18","548.09","528.78","459.55K","-3.42%"
"2013- 04- 05","547.51","556.92","558.29","543.57","440.56K","-1.39%"
"2013- 04- 04","555.23","555.63","557.49","539.24","560.20K","-0.49%"
"2013- 04- 03","557.96","556.32","557.96","553.82","501.52K","0.93%"
"2013- 04- 02","552.83","555.77","557.51","549.08","503.32K","-0.21%"
"2013- 04- 01","553.97","557.28","557.28","553.45","401.83K","-0.19%"
"2013- 03- 29","555.02","555.80","555.87","553.97","404.85K","0.43%"
"2013- 03- 28","552.64","550.48","553.10","550.48","407.42K","0.71%"
"2013- 03- 27","548.72","552.60","552.63","545.61","443.32K","-0.21%"
"2013- 03- 26","549.90","550.68","551.84","548.50","384.64K","0.06%"
"2013- 03- 25","549.56","554.33","554.82","549.17","384.03K","-0.31%"
"2013- 03- 22","551.25","546.22","551.43","546.10","410.61K","1.23%"
"2013- 03- 21","544.56","549.66","551.08","544.56","463.02K","-0.31%"
"2013- 03- 20","546.26","551.67","552.49","543.53","487.97K","-0.68%"
"2013- 03- 19","550.01","545.06","550.01","545.06","493.31K","1.65%"
"2013- 03- 18","541.09","554.67","555.68","541.09","508.04K","-2.47%"
"2013- 03- 15","554.81","556.63","556.63","553.42","569.68K","0.22%"
"2013- 03- 14","553.58","551.67","553.74","547.40","596.48K","0.70%"
"2013- 03- 13","549.73","545.96","549.78","545.96","541.57K","1.08%"
"2013- 03- 12","543.88","542.96","546.02","542.96","562.44K","0.64%"
"2013- 03- 11","540.44","544.28","544.35","532.54","521.34K","-0.49%"
"2013- 03- 08","543.10","542.79","544.01","539.59","490.09K","0.33%"
"2013- 03- 07","541.30","545.40","545.42","538.29","509.64K","-0.56%"
"2013- 03- 06","544.36","547.57","547.61","542.70","486.27K","0.07%"
"2013- 03- 05","543.96","540.43","544.11","540.43","455.09K","1.22%"
"2013- 03- 04","537.38","538.52","539.85","537.36","372.09K","0.28%"
"2013- 02- 28","535.87","536.25","536.53","534.59","407.87K","0.47%"
"2013- 02- 27","533.36","531.98","533.43","530.86","463.93K","0.91%"
"2013- 02- 26","528.56","525.59","529.26","525.43","435.55K","0.24%"
"2013- 02- 25","527.27","531.30","531.40","527.26","455.47K","-0.21%"
"2013- 02- 22","528.36","525.85","529.81","525.77","513.98K","0.75%"
"2013- 02- 21","524.44","525.09","526.94","524.44","511.01K","-0.24%"
"2013- 02- 20","525.69","524.74","525.99","524.36","481.08K","0.61%"
"2013- 02- 19","522.49","519.41","522.50","519.41","480.40K","0.77%"
"2013- 02- 18","518.52","516.62","518.53","516.36","477.32K","0.77%"
"2013- 02- 15","514.58","513.49","515.02","513.18","438.34K","0.40%"
"2013- 02- 14","512.53","509.71","512.53","509.63","433.34K","0.89%"
"2013- 02- 13","507.99","505.97","508.31","505.89","435.23K","0.85%"
"2013- 02- 12","503.72","507.15","507.48","501.48","427.69K","-0.24%"
"2013- 02- 08","504.94","502.41","505.07","502.35","337.97K","0.63%"
"2013- 02- 07","501.78","503.87","504.79","500.96","426.03K","-0.16%"
"2013- 02- 06","502.56","501.07","503.31","500.78","423.87K","0.88%"
"2013- 02- 05","498.16","498.60","500.86","495.68","487.13K","-0.63%"
"2013- 02- 04","501.32","505.96","506.05","501.32","458.13K","-0.40%"
"2013- 02- 01","503.31","504.80","505.00","497.66","479.26K","-0.07%"
"2013- 01- 31","503.67","503.94","505.29","502.49","381.68K","0.17%"
"2013- 01- 30","502.80","507.29","507.49","502.79","468.22K","-0.50%"
"2013- 01- 29","505.35","505.86","506.56","504.81","566.85K","0.23%"
"2013- 01- 28","504.20","508.09","508.19","504.04","471.66K","-0.52%"
"2013- 01- 25","506.83","510.98","511.76","500.77","551.15K","-0.35%"
"2013- 01- 24","508.63","514.41","514.41","508.23","547.32K","-0.90%"
"2013- 01- 23","513.26","518.19","518.49","513.26","569.74K","-0.64%"
"2013- 01- 22","516.59","515.71","516.60","513.42","541.60K","0.38%"
"2013- 01- 21","514.66","514.83","514.97","513.12","514.71K","0.47%"
"2013- 01- 18","512.24","509.85","512.28","508.94","477.34K","1.16%"
"2013- 01- 17","506.35","510.40","510.67","504.92","525.18K","-0.26%"
